ut	field	country	funder_id	funder	Type	country_funder
000268373200027	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000344444600004	Energy	DK	625	Energinet.dk	Private	DK
000368563500025	Food science	DK	667	EU	Public	Supranational
000407086800002	Energy	DK	1990	Technical University of Denmark	University	DK
000330256400063	Energy	DK	625	Energinet.dk	Private	DK
000435580300279	Food science	DK	968	Innovation Fund Denmark	Public	DK
000435580300279	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000389846300003	Food science	DK	219	Carlsberg Foundation	Non-profit	DK
000389846300003	Food science	DK	291	Copenhagen University	University	DK
000389846300003	Food science	DK	3002	EU - ERC	Public	Supranational
000406310400040	Food science	DK	154	Beijing Science and Technology Commission	NA	Other
000406310400040	Food science	DK	1408	Ministry of Science and Technology of China	Public	Other
000385488000079	Energy	DK	1445	NASA	Public	Other
000385488000079	Energy	DK	331	Danida, Denmark	Public	DK
000297707300006	Energy	DK	359	Danish Council for Independent Research	Public	DK
000297707300006	Energy	DK	625	Energinet.dk	Private	DK
000297707300006	Energy	DK	667	EU	Public	Supranational
000334828500023	Energy	DK	667	EU	Public	Supranational
000305359400015	Food science	DK	2398	Aarhus University	University	DK
000305359400015	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000305359400015	Food science	DK	1173	Knud Hojgaard Foundation	NA	NA
000305359400015	Food science	DK	1524	NIH	Public	Other
000305359400015	Food science	DK	1522	Niels Bohr foundation	NA	NA
000305359400015	Food science	DK	2151	U.S. Department of Agriculture	Public	Other
000309357900001	Energy	DK	374	Danish Foreign Ministry	Public	DK
000309357900001	Energy	DK	2323	Vietnamese Government	Public	Other
000337074700041	Energy	DK	2398	Aarhus University	University	DK
000337074700041	Energy	DK	1921	State key laboratories	mixed	Other
000337074700041	Energy	DK	1464	National natural science foundation of China	Public	Other
000337074700041	Energy	DK	1888	Sino-Danish Center (SDC)	Public	DK
000432234200020	Food science	DK	968	Innovation Fund Denmark	Public	DK
000432234200020	Food science	DK	1381	Ministry of Education, Youth and Sport of Czech Republic	Public	Other
000432234200020	Food science	DK	1448	National Agency for Agricultural Research	NA	Other
000432234200020	Food science	DK	1896	Slovak Research and Development Agency	NA	Other
000432234200020	Food science	DK	963	INIA	Public	Other
000395787800001	Energy	DK	968	Innovation Fund Denmark	Public	DK
000419173100010	Food science	DK	432	Danish Veterinary and Food Administration	Public	DK
000326858500017	Energy	DK	827	German Research Foundation	Public	Other
000326858500017	Energy	DK	667	EU	Public	Supranational
000337783800021	Energy	DK	84	Andritz Oy	NA	NA
000337783800021	Energy	DK	267	Clyde Bergemann GmbH	Private	NA
000337783800021	Energy	DK	753	Foster Wheeler Energia Oy	NA	NA
000337783800021	Energy	DK	1003	International Paper Inc.	Private	NA
000337783800021	Energy	DK	1332	Metso Power Oy	NA	NA
000337783800021	Energy	DK	1391	Ministry of High Education (MOHE) of Malaysia	Public	Other
000337783800021	Energy	DK	2006	TEKES	Public	Other
000337783800021	Energy	DK	2104	Top Analytica Oy Ab	NA	NA
000337783800021	Energy	DK	2295	UPM-Kymmene Oy	NA	NA
000337783800021	Energy	DK	2199	University Malaysia Pahang (UMP)	University	NA
000449273500014	Energy	DK	1464	National natural science foundation of China	Public	Other
000375424700006	Food science	DK	667	EU	Public	Supranational
000375424700006	Food science	DK	1943	Swedish Agency for Marine and Water Management	NA	Other
000375424700006	Food science	DK	1947	Swedish Environmental Protection Agency	NA	Other
000411544400059	Energy	DK	259	Chulalongkorn University	University	Other
000411544400059	Energy	DK	1990	Technical University of Denmark	University	DK
000411544400059	Energy	DK	2027	Thailand Research Fund (TRF)	Public	Other
000348039300054	Food science	DK	2398	Aarhus University	University	DK
000348039300054	Food science	DK	349	Danish Cattle Federation	Non-profit	DK
000348039300054	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000348039300054	Food science	DK	1948	Swedish Farmers' Foundation for Agricultural Research (SLF)	Private	Other
000394889400017	Energy	DK	968	Innovation Fund Denmark	Public	DK
000374196200019	Energy	DK	2395	Aalborg University, Denmark	University	DK
000374196200019	Energy	DK	2128	Troldtekt A/S	Private	NA
000374196200019	Energy	DK	2369	WindowMaster A/S	Private	NA
000287952500006	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000273140600004	Food science	DK	667	EU	Public	Supranational
000296640000023	Energy	DK	365	Danish Energy Agency	Public	DK
000445273400016	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000445273400016	Food science	DK	405	Danish Ministry of Transport	Public	DK
000445273400016	Food science	DK	667	EU	Public	Supranational
000422783100016	Energy	DK	411	Danish National Research Foundation	Public	DK
000422783100016	Energy	DK	968	Innovation Fund Denmark	Public	DK
000331014900011	Energy	DK	1610	Norwegian University of Science and Technology (NTNU)	University	NO
000331014900011	Energy	DK	1603	Norwegian Research Council	Public	NO
000331014900011	Energy	DK	1892	SINTEF, Norway	Non-profit	NO
000331014900011	Energy	DK	1929	Statoil	Private	NO
000308930100001	Food science	DK	359	Danish Council for Independent Research	Public	DK
000308930100001	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000451806100001	Food science	DK	2398	Aarhus University	University	DK
000451806100001	Food science	DK	375	Danish Fund for Organic Farming	NA	DK
000451806100001	Food science	DK	418	Danish Poultry Levy Fund	NA	DK
000395543400015	Energy	DK	2394	Aalborg University	University	NA
000362304500056	Food science	DK	98	Arla Foods Amba	Private	DK
000362304500056	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000362304500056	Food science	DK	790	Future Food Innovation	NA	NA
000362304500056	Food science	DK	968	Innovation Fund Denmark	Public	DK
000309629900009	Food science	DK	1280	Maelkeafgiftsfonden	Non-profit	DK
000378434700001	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000306870400020	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000275699100005	Food science	DK	421	Danish Research Agency	Public	DK
000308335500043	Energy	DK	1990	Technical University of Denmark	University	DK
000283908400006	Energy	DK	667	EU	Public	Supranational
000283908400006	Energy	DK	801	General Secretariat for Research and Technology	Public	Other
000316032300088	Energy	DK	667	EU	Public	Supranational
000316032300088	Energy	DK	3002	EU - ERC	Public	Supranational
000334171100012	Energy	DK	3002	EU - ERC	Public	Supranational
000334171100012	Energy	DK	1174	Knut and Alice Wallenberg Foundation	Non-profit	Other
000334171100012	Energy	DK	1616	Novo Nordisk Foundation	Non-profit	DK
000334171100012	Energy	DK	1616	Novo Nordisk Foundation	Private	DK
000334171100012	Energy	DK	1617	Novozymes	Private	DK
000285314400006	Energy	DK	419	Danish Public Service Obligation (PSO)	Public	DK
000432922400011	Energy	DK	1127	Kempe Foundation	NA	NA
000432922400011	Energy	DK	1946	Swedish Energy Agency	Public	Other
000321595800027	Energy	DK	667	EU	Public	Supranational
000427120300002	Energy	DK	667	EU	Public	Supranational
000373337100057	Food science	DK	667	EU	Public	Supranational
000373337100057	Food science	DK	1782	Research Foundation of Flanders (FWO)	Public	Other
000373337100057	Food science	DK	2207	University of Antwerp	University	Other
000411449800012	Energy	DK	1656	Otto Moensted Foundation	Non-profit	DK
000331625800014	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000331625800014	Food science	DK	1508	Netherlands Organisation for Scientific Research	Public	NL
000356194600003	Energy	DK	827	German Research Foundation	Public	Other
000356194600003	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000356194600003	Energy	DK	667	EU	Public	Supranational
000298214800021	Energy	DK	411	Danish National Research Foundation	Public	DK
000440774800016	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000440774800016	Food science	DK	414	Danish Pig Levy Fund	Non-profit	DK
000427250100025	Food science	DK	246	Chinese government	Public	Other
000427250100025	Food science	DK	1613	Not enough information	NA	Other
000427250100025	Food science	DK	1464	National natural science foundation of China	Public	Other
000402477000037	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000430903400008	Energy	DK	1616	Novo Nordisk Foundation	Non-profit	DK
000430903400008	Energy	DK	1616	Novo Nordisk Foundation	Private	DK
000369501100033	Energy	DK	1464	National natural science foundation of China	Public	Other
000358718800001	Energy	DK	359	Danish Council for Independent Research	Public	DK
000358718800001	Energy	DK	1633	Office of Naval Research	Non-profit	Other
000405123200013	Energy	DK	85	Angpanneforeningen Research Foundation (AForsk)	NA	NA
000405123200013	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000405123200013	Energy	DK	667	EU	Public	Supranational
000405123200013	Energy	DK	1174	Knut and Alice Wallenberg Foundation	Non-profit	Other
000357089100032	Food science	DK	690	Federal Ministry of Food and Agriculture	Public	Other
000293323800018	Food science	DK	2326	Villum Foundation	Non-profit	DK
000315608000021	Energy	DK	411	Danish National Research Foundation	Public	DK
000315608000021	Energy	DK	1464	National natural science foundation of China	Public	Other
000445713500036	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000358887300002	Energy	DK	1990	Technical University of Denmark	University	DK
000358887300002	Energy	DK	877	Haldor Topsoe A/S	Private	DK
000406217300019	Food science	DK	291	Copenhagen University	University	DK
000412619800014	Food science	DK	667	EU	Public	Supranational
000412619800014	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000430399400004	Energy	DK	365	Danish Energy Agency	Public	DK
000430399400004	Energy	DK	667	EU	Public	Supranational
000430399400004	Energy	DK	1368	Ministry of Economy and Competitiveness of Spain	Public	Other
000430399400004	Energy	DK	1603	Norwegian Research Council	Public	NO
000374333000008	Energy	DK	1888	Sino-Danish Center (SDC)	Public	DK
000314900600014	Energy	DK	667	EU	Public	Supranational
000279426300012	Food science	DK	667	EU	Public	Supranational
000279426300012	Food science	DK	359	Danish Council for Independent Research	Public	DK
000448539400024	Food science	DK	1050	Italian National Research Council	Public	Other
000397687000049	Energy	DK	1480	National Science Center in Poland	Public	Other
000397687000049	Energy	DK	1691	Polish Ministry of Science and Higher Education	Public	Other
000397687000049	Energy	DK	667	EU	Public	Supranational
000349753400002	Food science	DK	2268	University of Southern Denmark	University	DK
000368206700014	Food science	DK	667	EU	Public	Supranational
000325664800002	Food science	DK	98	Arla Foods Amba	Private	DK
000325664800002	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000325664800002	Food science	DK	742	FOOD Denmark	Non-profit	DK
000325664800002	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000261133700014	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000406356600053	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000345924400001	Food science	DK	65	Alfred P. Sloan Foundation	Non-profit	Other
000345924400001	Food science	DK	1747	Qatar National Research Fund	NA	Other
000415209900003	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000320153500024	Food science	DK	359	Danish Council for Independent Research	Public	DK
000320153500024	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000283439800014	Food science	DK	27	Agence Nationale de la Recherche	Public	Other
000283439800014	Food science	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000283439800014	Food science	DK	1990	Technical University of Denmark	University	DK
000422982100015	Food science	DK	2398	Aarhus University	University	DK
000447866700011	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000357089100029	Food science	DK	498	DuPont (UK) Limited	Private	Other
000377263400005	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000330237000043	Food science	DK	1603	Norwegian Research Council	Public	NO
000425392300001	Food science	DK	359	Danish Council for Independent Research	Public	DK
000425392300001	Food science	DK	214	CAPES	Public	Other
000425392300001	Food science	DK	268	CNRS	Public	Other
000425392300001	Food science	DK	667	EU	Public	Supranational
000425392300001	Food science	DK	775	French regions	Public	Other
000426229400002	Food science	DK	1018	Iran National Science Foundation (INSF)	Public	Other
000426229400002	Food science	DK	2274	University of Tehran	University	Other
000274942300009	Food science	DK	1990	Technical University of Denmark	University	DK
000274942300009	Food science	DK	331	Danida, Denmark	Public	DK
000274942300009	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000332815400017	Food science	DK	1124	Keele University	University	Other
000332815400017	Food science	DK	1957	Swedish research council	Public	Other
000363683000015	Energy	DK	411	Danish National Research Foundation	Public	DK
000363683000015	Energy	DK	968	Innovation Fund Denmark	Public	DK
000363683000015	Energy	DK	1962	Swiss National Science Foundation	Public	Other
000452147600002	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000452147600002	Food science	DK	2398	Aarhus University	University	DK
000360594400029	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000302771900013	Energy	DK	822	German Federal Ministry of Research and Technology	Public	Other
000302771900013	Energy	DK	667	EU	Public	Supranational
000460704500003	Food science	DK	667	EU	Public	Supranational
000460704500003	Food science	DK	968	Innovation Fund Denmark	Public	DK
000263246900034	Energy	DK	421	Danish Research Agency	Public	DK
000445104000015	Energy	DK	1464	National natural science foundation of China	Public	Other
000270077200014	Energy	DK	361	Danish Council for Technology and Innovation	Public	DK
000270077200014	Energy	DK	411	Danish National Research Foundation	Public	DK
000270077200014	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000270077200014	Energy	DK	1274	Lundbeck foundation	Non-profit	DK
000312608100081	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000299506300033	Energy	DK	1990	Technical University of Denmark	University	DK
000299506300033	Energy	DK	1464	National natural science foundation of China	Public	Other
000337915700029	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000382477600049	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000382477600049	Energy	DK	1473	National Research Foundation of Singapore	NA	Other
000336017800028	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000336017800028	Energy	DK	667	EU	Public	Supranational
000336017800028	Energy	DK	686	FCT - Foundation for Science and Technology	Public	Other
000329036700007	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000329036700007	Food science	DK	2326	Villum Foundation	Non-profit	DK
000416494800018	Energy	DK	425	Danish Research Project ELECTRA Top-up	NA	DK
000416494800018	Energy	DK	667	EU	Public	Supranational
000416494800018	Energy	DK	2097	TNO Institute	Public	NL
000304810100002	Energy	DK	3002	EU - ERC	Public	Supranational
000419415700024	Food science	DK	11	Academy of Finland	Public	Other
000419415700024	Food science	DK	667	EU	Public	Supranational
000419415700024	Food science	DK	715	Finnish Ministry of Agriculture	Public	Other
000419415700024	Food science	DK	1040	Italian Ministry for Agriculture and Forestry	Public	Other
000419415700024	Food science	DK	1913	Spanish government	Public	Other
000419415700024	Food science	DK	1381	Ministry of Education, Youth and Sport of Czech Republic	Public	Other
000419415700024	Food science	DK	1688	PLUMES project	NA	NA
000419415700024	Food science	DK	1453	National Centre for Research and Development (Poland)	NA	Other
000419415700024	Food science	DK	963	INIA	Public	Other
000370088900003	Food science	DK	667	EU	Public	Supranational
000371550300005	Energy	DK	784	Fulbright Commission	Public	Supranational
000387194800062	Energy	DK	365	Danish Energy Agency	Public	DK
000387194800062	Energy	DK	968	Innovation Fund Denmark	Public	DK
000402376300012	Food science	DK	667	EU	Public	Supranational
000284745900008	Energy	DK	667	EU	Public	Supranational
000343336600038	Energy	DK	625	Energinet.dk	Private	DK
000328011600019	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000400202100002	Food science	DK	1618	NOAA	Public	Other
000384472000012	Energy	DK	622	Energi Fyn	NA	NA
000413163200006	Energy	DK	359	Danish Council for Independent Research	Public	DK
000413163200006	Energy	DK	1781	Research Councils United Kingdom (RCUK)	Public	Other
000430022600001	Energy	DK	1825	Russian Science Foundation (RSF)	Public	Other
000281352300018	Energy	DK	126	Austrian Science Foundation (FWF)	Public	Other
000281352300018	Energy	DK	827	German Research Foundation	Public	Other
000416446400038	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000416446400038	Energy	DK	968	Innovation Fund Denmark	Public	DK
000440771200007	Energy	DK	523	Dutch Ministry of Economic Affairs	Public	NL
000336922600097	Food science	DK	421	Danish Research Agency	Public	DK
000384641300025	Energy	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000323560600007	Energy	DK	2395	Aalborg University, Denmark	University	DK
000299333000010	Energy	DK	667	EU	Public	Supranational
000365322800042	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000292068300045	Energy	DK	365	Danish Energy Agency	Public	DK
000320687600005	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000320687600005	Food science	DK	414	Danish Pig Levy Fund	Non-profit	DK
000332388900020	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000332388900020	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000332388900020	Energy	DK	411	Danish National Research Foundation	Public	DK
000332388900020	Energy	DK	667	EU	Public	Supranational
000439134600029	Energy	DK	359	Danish Council for Independent Research	Public	DK
000432467700057	Energy	DK	728	FlexiFuel Grant	NA	NA
000432467700057	Energy	DK	1464	National natural science foundation of China	Public	Other
000432467700057	Energy	DK	246	Chinese government	Public	Other
000376697400001	Energy	DK	365	Danish Energy Agency	Public	DK
000346019800021	Energy	DK	95	Areva SA (France)	Private	Other
000345101700001	Food science	DK	11	Academy of Finland	Public	Other
000345101700001	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000345101700001	Food science	DK	1535	NordForsk	Private	NO
000345101700001	Food science	DK	2007	TEKES - The Finnish Funding Agency for Technology and Innovation	Public	Other
000282347500002	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000403152200048	Food science	DK	667	EU	Public	Supranational
000403152200048	Food science	DK	968	Innovation Fund Denmark	Public	DK
000403152200048	Food science	DK	1482	National Science Foundation (NSF), USA	Public	Other
000403152200048	Food science	DK	2326	Villum Foundation	Non-profit	DK
000358973700012	Energy	DK	365	Danish Energy Agency	Public	DK
000358973700012	Energy	DK	488	DONG Energy	Private	DK
000358973700012	Energy	DK	667	EU	Public	Supranational
000358973700012	Energy	DK	1990	Technical University of Denmark	University	DK
000369050500004	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000332667400013	Food science	DK	1286	Major State Basic Research Development Program of China (973 Program)	Public	Other
000332667400013	Food science	DK	1478	National Science & Technology Pillar Program	NA	Other
000415782300020	Food science	DK	1617	Novozymes	Private	DK
000372670400007	Food science	DK	667	EU	Public	Supranational
000372670400007	Food science	DK	1535	NordForsk	Private	NO
000372670400007	Food science	DK	1957	Swedish research council	Public	Other
000300851200016	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000328091700005	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000442374000004	Energy	DK	270	COLCIENCIAS	Public	Other
000353641000055	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000353641000055	Energy	DK	1603	Norwegian Research Council	Public	NO
000403011200050	Energy	DK	1464	National natural science foundation of China	Public	Other
000403011200050	Energy	DK	234	Central South University, Changsha	University	Other
000319645400014	Food science	DK	1051	Italian regions	Public	Other
000396146900036	Energy	DK	1990	Technical University of Denmark	University	DK
000396146900036	Energy	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000393852200132	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000393852200132	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000393852200132	Energy	DK	827	German Research Foundation	Public	Other
000413009800046	Energy	DK	1990	Technical University of Denmark	University	DK
000413009800046	Energy	DK	625	Energinet.dk	Private	DK
000341480200009	Food science	DK	2398	Aarhus University	University	DK
000341480200009	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000361828000042	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000337875400022	Energy	DK	1464	National natural science foundation of China	Public	Other
000451519800002	Energy	DK	1790	Research Support Fund (Canada)	NA	Other
000335871900011	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000343322700009	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000343322700009	Food science	DK	401	Danish Ministry of Health	Public	DK
000343322700009	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000373865000003	Energy	DK	551	DAAD (German Academic Exchange Service)	Public	Other
000373865000003	Energy	DK	667	EU	Public	Supranational
000373865000003	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000296302700006	Food science	DK	331	Danida, Denmark	Public	DK
000378660500055	Energy	DK	1538	Nordic Energy Research	Public	Supranational
000346698100037	Energy	DK	667	EU	Public	Supranational
000353648400078	Energy	DK	411	Danish National Research Foundation	Public	DK
000353648400078	Energy	DK	1286	Major State Basic Research Development Program of China (973 Program)	Public	Other
000353648400078	Energy	DK	1464	National natural science foundation of China	Public	Other
000356870600011	Energy	DK	827	German Research Foundation	Public	Other
000356870600011	Energy	DK	291	Copenhagen University	University	DK
000426493300003	Energy	DK	968	Innovation Fund Denmark	Public	DK
000426493300003	Energy	DK	1616	Novo Nordisk Foundation	Non-profit	DK
000426493300003	Energy	DK	1616	Novo Nordisk Foundation	Private	DK
000452802300005	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000452802300005	Energy	DK	667	EU	Public	Supranational
000452802300005	Energy	DK	2398	Aarhus University	University	DK
000273918000005	Food science	DK	667	EU	Public	Supranational
000281315500020	Energy	DK	625	Energinet.dk	Private	DK
000372690100002	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000367561500028	Energy	DK	667	EU	Public	Supranational
000367561500028	Energy	DK	1913	Spanish government	Public	Other
000367561500028	Energy	DK	2326	Villum Foundation	Non-profit	DK
000400867100039	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000403055100002	Energy	DK	667	EU	Public	Supranational
000403055100002	Energy	DK	1616	Novo Nordisk Foundation	Non-profit	DK
000403055100002	Energy	DK	1616	Novo Nordisk Foundation	Private	DK
000406726300072	Food science	DK	2326	Villum Foundation	Non-profit	DK
000400083100006	Food science	DK	968	Innovation Fund Denmark	Public	DK
000354192900014	Energy	DK	62	Alexander von Humboldt Foundation	Public	Other
000354192900014	Energy	DK	827	German Research Foundation	Public	Other
000354192900014	Energy	DK	1305	Max Planck Society	Public	Other
000354192900014	Energy	DK	2326	Villum Foundation	Non-profit	DK
000289703100024	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000430776300004	Food science	DK	819	German Federal Ministry of Education and Research (BMBF)	Public	Other
000430776300004	Food science	DK	239	CGIAR	Non-profit	DK
000430776300004	Food science	DK	239	CGIAR	Non-profit	NO
000430776300004	Food science	DK	239	CGIAR	Non-profit	Other
000430776300004	Food science	DK	968	Innovation Fund Denmark	Public	DK
000315079800017	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000315079800017	Food science	DK	1415	Ministry of Science, Research and Technology of Iran	Public	Other
000315079800017	Food science	DK	1978	Tarbiat Modares University	University	Other
000441058200030	Food science	DK	401	Danish Ministry of Health	Public	DK
000441058200030	Food science	DK	1843	Scandinavian Society for Antimicrobial Chemotherapy	NA	NA
000361828000064	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000361828000064	Energy	DK	667	EU	Public	Supranational
000390268300027	Food science	DK	684	Faroese Research Council	NA	NA
000447370600015	Energy	DK	291	Copenhagen University	University	DK
000447370600015	Energy	DK	337	Danish Agency for Science, Technology and Innovation	Public	DK
000277170600023	Energy	DK	667	EU	Public	Supranational
000298048500008	Energy	DK	1913	Spanish government	Public	Other
000352172900001	Energy	DK	411	Danish National Research Foundation	Public	DK
000352172900001	Energy	DK	667	EU	Public	Supranational
000298623400044	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000415140800005	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000415140800005	Energy	DK	359	Danish Council for Independent Research	Public	DK
000415140800005	Energy	DK	2326	Villum Foundation	Non-profit	DK
000390071600036	Food science	DK	748	Forschungskreis der Ernahrungsindustrie	Private	NA
000390071600036	Food science	DK	824	German Ministry of Economics and Energy	Public	Other
000404397300128	Energy	DK	667	EU	Public	Supranational
000428093900056	Food science	DK	667	EU	Public	Supranational
000428093900056	Food science	DK	686	FCT - Foundation for Science and Technology	Public	Other
000428093900056	Food science	DK	2380	Xunta de Galicia	Public	Other
000278184800001	Energy	DK	667	EU	Public	Supranational
000278184800001	Energy	DK	1482	National Science Foundation (NSF), USA	Public	Other
000273671900012	Food science	DK	359	Danish Council for Independent Research	Public	DK
000273671900012	Food science	DK	424	Danish Research Council for Technology and Production	Public	DK
000273671900012	Food science	DK	742	FOOD Denmark	Non-profit	DK
000306794100031	Food science	DK	11	Academy of Finland	Public	Other
000306794100031	Food science	DK	773	French National Institue for Agricultural Research (INRA)	Public	Other
000306794100031	Food science	DK	3002	EU - ERC	Public	Supranational
000340553800001	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000340553800001	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000340553800001	Food science	DK	667	EU	Public	Supranational
000342336100011	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000295658700007	Food science	DK	988	International Centre for Research in Organic Food Systems	Public	DK
000400394000013	Energy	DK	1174	Knut and Alice Wallenberg Foundation	Non-profit	Other
000400394000013	Energy	DK	1616	Novo Nordisk Foundation	Non-profit	DK
000400394000013	Energy	DK	1616	Novo Nordisk Foundation	Private	DK
000400394000013	Energy	DK	2117	TOTAL	Private	Other
000359859300016	Food science	DK	667	EU	Public	Supranational
000312432200062	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000334492800008	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000334492800008	Energy	DK	411	Danish National Research Foundation	Public	DK
000316831000030	Energy	DK	768	French Environment and Energy Management Agency	NA	Other
000316831000030	Energy	DK	365	Danish Energy Agency	Public	DK
000316831000030	Energy	DK	667	EU	Public	Supranational
000316831000030	Energy	DK	686	FCT - Foundation for Science and Technology	Public	Other
000331014700018	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000331014700018	Food science	DK	1913	Spanish government	Public	Other
000376801100018	Energy	DK	1408	Ministry of Science and Technology of China	Public	Other
000376801100018	Energy	DK	1464	National natural science foundation of China	Public	Other
000376801100018	Energy	DK	1484	National Social Science Foundation of China	NA	NA
000376801100018	Energy	DK	246	Chinese government	Public	Other
000376801100018	Energy	DK	1920	Startup Foundation for Introducing Talent of NUIST of China	NA	NA
000376801100018	Energy	DK	1508	Netherlands Organisation for Scientific Research	Public	NL
000374617000030	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000374617000030	Energy	DK	667	EU	Public	Supranational
000374617000030	Energy	DK	1482	National Science Foundation (NSF), USA	Public	Other
000447650100030	Food science	DK	2398	Aarhus University	University	DK
000447650100030	Food science	DK	395	Danish Milk Levy Foundation	Public	DK
000447650100030	Food science	DK	1535	NordForsk	Private	NO
000377263400079	Energy	DK	244	China Scholarship Council (CSC)	Public	Other
000377263400079	Energy	DK	331	Danida, Denmark	Public	DK
000285480000015	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000285480000015	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000381535500009	Food science	DK	236	Centre National Interprofessionnel de l'Economie Laitiere (CNIEL)	NA	NA
000381535500009	Food science	DK	311	Dairy Australia	Private	Other
000381535500009	Food science	DK	312	Dairy Farmers of Canada	Private	Other
000381535500009	Food science	DK	340	Danish Agriculture & Food Council	Public	DK
000381535500009	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000375501300017	Food science	DK	395	Danish Milk Levy Foundation	Public	DK
000443196400030	Energy	DK	118	Australian Research Council	Public	Other
000443196400030	Energy	DK	243	China Postdoctoral Science Foundation	Public	Other
000443196400030	Energy	DK	1374	Ministry of Education of China	Public	Other
000443196400030	Energy	DK	1004	International Postdoctoral Foundation	NA	NA
000443196400030	Energy	DK	1464	National natural science foundation of China	Public	Other
